ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
0 (0.2),0 (0.32),0 (0.08),0 (0.08),0 (0.04),0 (0.0),0 (0.0),1 (0.16),0 (0.08),0 (0.0),0 (0.16),0 (0.04),0 (0.2),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.32),1 (0.08),1 (0.6),1 (0.36),1 (0.56),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.48),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.48),0 (0.4),0 (0.52),0 (0.32),1 (0.6),1 (0.08),1 (0.04),0 (0.2),0 (0.44),1 (0.12),0 (0.44),0 (0.16),0 (0.32),1 (0.0),1 (0.0),1,"LLAMA3,MISTRAL","(1, 1)",LLAMA3,TRUE,TRUE
0 (0.44),0 (0.28),0 (0.48),1 (0.28),0 (0.48),0 (0.12),0 (0.0),0 (0.28),0 (0.32),0 (0.0),0 (0.48),0 (0.04),0 (0.24),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.12),1 (0.2),0 (0.16),0 (0.2),1 (0.2),1 (0.36),1 (0.32),1 (0.16),0 (0.36),1 (0.44),0 (0.2),1 (0.12),1 (0.24),1 (0.52),1 (0.52),1,"ALBERT,W2V","(1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.24),0 (0.08),0 (0.08),0 (0.04),0 (0.04),0 (0.0),0 (0.44),0 (0.2),0 (0.0),0 (0.0),0 (0.28),0 (0.04),0 (0.0),0 (0.0),0,"Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.12),1 (0.08),0 (0.28),1 (0.12),0 (0.56),1 (0.36),1 (0.04),0 (0.2),0 (0.64),1 (0.28),1 (0.08),0 (0.2),0 (0.12),1 (0.2),1 (0.2),1,Falcon,"(1,)",Falcon,TRUE,TRUE
0 (0.0),0 (0.56),0 (0.0),0 (0.2),0 (0.28),0 (0.0),0 (0.0),0 (0.32),0 (0.2),0 (0.0),0 (0.04),0 (0.32),0 (0.24),0 (0.0),0 (0.0),0,"ALBERT,BERT,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.12),0 (0.08),0 (0.12),0 (0.08),0 (0.0),0 (0.0),0 (0.6),0 (0.24),0 (0.0),0 (0.16),0 (0.36),0 (0.16),0 (0.0),0 (0.0),0,"ALBERT,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.6),1 (0.12),1 (0.32),1 (0.32),1 (0.4),1 (0.04),1 (0.0),1 (0.0),1 (0.04),1 (0.0),0 (0.24),1 (0.04),1 (0.24),1 (0.0),1 (0.0),1,"Falcon,Fasttext,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.4),1 (0.4),1 (0.28),1 (0.2),1 (0.16),0 (0.36),1 (0.08),1 (0.12),1 (0.2),1 (0.0),1 (0.4),1 (0.28),1 (0.24),1 (0.04),1 (0.04),1,LLAMA,"(1,)",LLAMA,TRUE,TRUE
0 (0.32),0 (0.28),0 (0.16),0 (0.0),0 (0.12),0 (0.4),0 (0.0),0 (0.16),0 (0.16),0 (0.04),0 (0.04),0 (0.04),0 (0.32),0 (0.0),0 (0.0),0,"DistilBERT,Falcon,LLAMA3,MISTRAL","(0, 0, 0, 0)",DistilBERT,TRUE,TRUE
1 (0.56),1 (0.28),1 (0.48),1 (0.32),1 (0.48),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.52),1 (0.0),0 (0.48),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.48),1 (0.08),1 (0.4),1 (0.08),1 (0.56),0 (0.16),1 (0.36),0 (0.52),1 (0.28),1 (0.24),1 (0.28),0 (0.32),0 (0.24),0 (0.44),1 (0.44),1,"BART,DistilBERT","(1, 1)",BART,TRUE,TRUE
0 (0.48),1 (0.44),1 (0.24),1 (0.56),1 (0.56),1 (0.48),1 (0.0),1 (0.0),1 (0.04),1 (0.08),1 (0.44),1 (0.0),1 (0.44),1 (0.04),1 (0.04),1,"Falcon,Fasttext,W2V","(1, 1, 1)",Falcon,TRUE,TRUE
1 (0.44),1 (0.16),1 (0.48),1 (0.44),1 (0.56),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.44),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.32),0 (0.6),0 (0.44),0 (0.52),0 (0.52),0 (0.0),0 (0.08),0 (0.36),0 (0.16),0 (0.04),0 (0.52),0 (0.08),0 (0.32),0 (0.0),0 (0.0),0,"ELMO,LLAMA3,MISTRAL","(0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.16),0 (0.4),0 (0.36),1 (0.28),1 (0.0),1 (0.04),1 (0.4),1 (0.32),1 (0.12),0 (0.52),1 (0.04),0 (0.32),1 (0.16),1 (0.16),1,"ALBERT,ELMO","(1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.32),0 (0.36),1 (0.44),0 (0.44),1 (0.56),0 (0.52),0 (0.28),0 (0.36),1 (0.32),0 (0.48),1 (0.32),0 (0.4),0 (0.32),0 (0.44),0 (0.44),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.44),0 (0.2),0 (0.48),0 (0.48),0 (0.44),1 (0.2),1 (0.16),1 (0.32),0 (0.2),1 (0.44),0 (0.4),1 (0.28),0 (0.36),1 (0.16),1 (0.16),1,"Falcon,LLAMA3,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
0 (0.0),0 (0.08),0 (0.08),0 (0.32),0 (0.0),0 (0.4),0 (0.0),1 (0.56),0 (0.64),0 (0.0),0 (0.0),0 (0.32),0 (0.2),0 (0.0),0 (0.0),0,"ALBERT,ELECTRA,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.04),0 (0.16),1 (0.36),0 (0.2),0 (0.28),0 (0.04),0 (0.08),0 (0.48),0 (0.28),0 (0.2),0 (0.24),0 (0.4),1 (0.24),0 (0.16),0 (0.16),0,"ALBERT,ELMO","(0, 0)",ALBERT,TRUE,TRUE
1 (0.2),0 (0.36),1 (0.4),1 (0.36),1 (0.32),0 (0.16),0 (0.0),0 (0.28),0 (0.2),0 (0.0),0 (0.6),0 (0.24),0 (0.52),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.48),0 (0.32),0 (0.48),1 (0.28),1 (0.44),0 (0.12),0 (0.24),0 (0.32),1 (0.4),0 (0.4),0 (0.6),0 (0.36),0 (0.6),0 (0.12),0 (0.12),0,"ELMO,LLAMA3,MISTRAL","(0, 0, 0)",ELMO,TRUE,TRUE
1 (0.4),0 (0.16),0 (0.2),0 (0.4),0 (0.44),0 (0.32),0 (0.16),0 (0.4),0 (0.32),0 (0.32),0 (0.2),0 (0.12),0 (0.16),0 (0.52),0 (0.52),0,W2V,"(0,)",W2V,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.2),1 (0.24),1 (0.44),1 (0.36),1 (0.12),1 (0.28),1 (0.2),1 (0.24),1 (0.04),1 (0.0),1 (0.28),1 (0.24),1 (0.28),1 (0.04),1 (0.04),1,LLAMA,"(1,)",LLAMA,TRUE,TRUE
1 (0.16),0 (0.24),1 (0.32),1 (0.64),1 (0.4),1 (0.2),1 (0.04),1 (0.04),1 (0.04),1 (0.08),1 (0.64),1 (0.08),0 (0.16),0 (0.24),0 (0.24),1,"Falcon,Fasttext,Glove","(1, 1, 1)",Falcon,TRUE,TRUE
0 (0.04),0 (0.44),0 (0.0),0 (0.16),0 (0.16),0 (0.4),0 (0.0),0 (0.52),0 (0.2),0 (0.0),0 (0.0),0 (0.16),0 (0.48),0 (0.0),0 (0.0),0,"BERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.2),1 (0.36),1 (0.24),1 (0.12),0 (0.56),1 (0.36),1 (0.0),1 (0.32),1 (0.52),1 (0.12),1 (0.36),1 (0.36),1 (0.2),1 (0.12),1 (0.12),1,Falcon,"(1,)",Falcon,TRUE,TRUE
0 (0.24),1 (0.0),0 (0.08),1 (0.48),0 (0.36),0 (0.6),0 (0.08),0 (0.44),0 (0.32),0 (0.0),0 (0.08),0 (0.28),0 (0.48),0 (0.08),0 (0.08),0,"BART,LLAMA","(1, 0)",LLAMA,TRUE,TRUE
0 (0.0),0 (0.36),0 (0.32),0 (0.28),0 (0.08),0 (0.24),0 (0.28),0 (0.44),0 (0.48),0 (0.24),0 (0.0),0 (0.32),0 (0.12),0 (0.16),0 (0.16),0,"ALBERT,RoBERTa","(0, 0)",ALBERT,TRUE,TRUE
1 (0.16),1 (0.32),1 (0.24),0 (0.24),1 (0.28),1 (0.28),1 (0.24),1 (0.12),0 (0.44),1 (0.12),1 (0.36),1 (0.12),1 (0.24),1 (0.12),1 (0.12),1,"Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Fasttext,TRUE,TRUE
0 (0.36),0 (0.32),0 (0.6),0 (0.32),1 (0.24),0 (0.08),0 (0.28),0 (0.24),0 (0.36),0 (0.24),1 (0.4),0 (0.0),0 (0.24),0 (0.24),0 (0.24),0,W2V,"(0,)",W2V,TRUE,TRUE
1 (0.4),1 (0.28),1 (0.24),1 (0.28),1 (0.52),1 (0.08),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.36),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.44),0 (0.28),0 (0.52),1 (0.56),1 (0.36),0 (0.04),0 (0.28),0 (0.12),1 (0.4),0 (0.12),1 (0.68),0 (0.08),0 (0.52),0 (0.32),0 (0.32),0,ELMO,"(0,)",ELMO,TRUE,TRUE
1 (0.4),0 (0.52),1 (0.48),0 (0.44),1 (0.44),1 (0.32),0 (0.04),0 (0.44),0 (0.44),0 (0.16),0 (0.56),0 (0.44),0 (0.44),0 (0.04),0 (0.04),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
0 (0.28),0 (0.32),0 (0.2),0 (0.28),0 (0.6),0 (0.4),0 (0.04),0 (0.24),0 (0.04),0 (0.2),0 (0.32),0 (0.2),0 (0.52),0 (0.12),0 (0.12),0,"Falcon,Glove","(0, 0)",Falcon,TRUE,TRUE
1 (0.24),1 (0.16),1 (0.64),1 (0.52),1 (0.4),1 (0.04),1 (0.0),1 (0.24),1 (0.16),1 (0.0),1 (0.48),1 (0.24),1 (0.04),1 (0.0),1 (0.0),1,"Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.24),1 (0.24),1 (0.2),1 (0.04),1 (0.6),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.48),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.4),1 (0.2),1 (0.48),1 (0.36),0 (0.44),1 (0.4),1 (0.24),1 (0.12),0 (0.28),1 (0.36),1 (0.16),0 (0.24),1 (0.52),1 (0.28),1 (0.28),1,Fasttext,"(1,)",Fasttext,TRUE,TRUE
0 (0.24),0 (0.16),0 (0.44),1 (0.32),0 (0.24),0 (0.4),0 (0.08),0 (0.28),1 (0.08),0 (0.36),0 (0.2),0 (0.28),0 (0.24),0 (0.2),0 (0.2),0,"Falcon,Glove","(0, 1)",Falcon,TRUE,TRUE
1 (0.32),1 (0.16),1 (0.36),1 (0.64),1 (0.6),1 (0.28),1 (0.12),0 (0.28),0 (0.28),1 (0.12),0 (0.52),0 (0.28),1 (0.28),1 (0.44),1 (0.44),1,"Falcon,LLAMA","(1, 1)",Falcon,TRUE,TRUE
0 (0.0),0 (0.16),0 (0.36),0 (0.36),0 (0.28),0 (0.32),0 (0.08),0 (0.48),0 (0.4),0 (0.16),0 (0.04),0 (0.36),0 (0.36),0 (0.0),0 (0.0),0,"ALBERT,LLAMA3,MISTRAL","(0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.36),1 (0.28),1 (0.4),1 (0.28),1 (0.4),1 (0.0),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.36),1 (0.0),1 (0.44),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.4),0 (0.48),1 (0.4),1 (0.32),1 (0.4),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.4),1 (0.0),1 (0.16),1 (0.04),1 (0.04),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V","(1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.0),0 (0.28),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.52),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.04),0 (0.0),0 (0.4),0 (0.4),0 (0.0),0 (0.16),0 (0.0),0 (0.32),0 (0.36),0 (0.0),0 (0.12),0 (0.0),1 (0.24),0 (0.0),0 (0.0),0,"BART,ELECTRA,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",BART,TRUE,TRUE
0 (0.44),0 (0.48),0 (0.48),0 (0.44),1 (0.52),0 (0.2),0 (0.04),0 (0.2),0 (0.44),0 (0.04),0 (0.48),0 (0.36),0 (0.2),0 (0.08),0 (0.08),0,"Falcon,LLAMA","(0, 0)",Falcon,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.28),1 (0.2),1 (0.4),1 (0.0),1 (0.0),1 (0.0),0 (0.12),1 (0.0),1 (0.56),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"ALBERT,ELMO,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.12),0 (0.2),0 (0.16),0 (0.2),0 (0.0),0 (0.08),0 (0.36),0 (0.04),0 (0.0),0 (0.16),0 (0.44),0 (0.0),0 (0.0),0,"ALBERT,Falcon,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.0),0 (0.4),0 (0.2),0 (0.0),0 (0.4),0 (0.0),0 (0.28),0 (0.32),0 (0.4),0 (0.08),0 (0.4),0 (0.0),0 (0.08),0 (0.08),0,"ALBERT,BART,ELECTRA,Falcon,XLNET","(0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.52),0 (0.28),0 (0.2),0 (0.0),0 (0.08),0 (0.0),0 (0.36),0 (0.48),0 (0.0),0 (0.0),0 (0.04),0 (0.36),0 (0.04),0 (0.04),0,"ALBERT,ELECTRA,Falcon,LLAMA,RoBERTa","(0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.2),0 (0.24),0 (0.16),0 (0.4),0 (0.04),0 (0.0),0 (0.24),0 (0.12),0 (0.04),0 (0.04),0 (0.08),0 (0.4),0 (0.04),0 (0.04),0,"ALBERT,Falcon","(0, 0)",ALBERT,TRUE,TRUE
0 (0.44),0 (0.36),0 (0.48),0 (0.52),0 (0.44),0 (0.24),0 (0.04),0 (0.04),0 (0.36),0 (0.12),0 (0.32),0 (0.0),0 (0.24),0 (0.16),0 (0.16),0,W2V,"(0,)",W2V,TRUE,TRUE
1 (0.4),0 (0.4),0 (0.2),1 (0.16),1 (0.48),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),0 (0.24),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.4),0 (0.12),0 (0.48),0 (0.36),0 (0.56),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.32),0 (0.04),0 (0.36),0 (0.0),0 (0.0),0,"ELMO,Falcon,Glove,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.32),1 (0.16),0 (0.52),1 (0.56),0 (0.6),1 (0.24),0 (0.0),1 (0.4),1 (0.12),1 (0.2),1 (0.56),1 (0.0),1 (0.36),1 (0.32),1 (0.32),0,"Falcon,W2V","(0, 1)",Falcon,TRUE,TRUE
0 (0.0),0 (0.04),0 (0.08),0 (0.36),0 (0.08),0 (0.08),0 (0.0),0 (0.16),0 (0.6),0 (0.08),0 (0.0),0 (0.44),0 (0.52),0 (0.12),0 (0.12),0,"ALBERT,Falcon,RoBERTa","(0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.08),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BART,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.32),1 (0.36),1 (0.36),1 (0.36),1 (0.48),1 (0.32),1 (0.04),1 (0.2),1 (0.08),1 (0.04),1 (0.52),1 (0.08),1 (0.28),1 (0.08),1 (0.08),1,"Falcon,LLAMA","(1, 1)",Falcon,TRUE,TRUE
0 (0.48),0 (0.56),1 (0.56),1 (0.32),0 (0.52),0 (0.44),0 (0.08),0 (0.32),0 (0.28),0 (0.24),0 (0.68),0 (0.36),0 (0.48),0 (0.44),0 (0.44),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.52),1 (0.24),0 (0.36),0 (0.44),1 (0.4),1 (0.32),1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.52),1 (0.28),1 (0.48),1 (0.36),1 (0.36),1,"Falcon,Glove","(1, 1)",Falcon,TRUE,TRUE
0 (0.48),0 (0.08),0 (0.48),0 (0.56),0 (0.4),0 (0.44),1 (0.0),0 (0.0),0 (0.08),1 (0.0),0 (0.04),1 (0.0),0 (0.24),1 (0.0),1 (0.0),1,"Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 0, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.32),1 (0.24),0 (0.32),1 (0.16),1 (0.4),1 (0.16),1 (0.0),1 (0.12),1 (0.24),1 (0.0),1 (0.08),1 (0.16),1 (0.48),1 (0.0),1 (0.0),1,"Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.44),0 (0.32),0 (0.28),0 (0.36),1 (0.16),1 (0.36),1 (0.24),1 (0.44),0 (0.32),1 (0.24),0 (0.48),1 (0.28),1 (0.4),1 (0.04),1 (0.04),1,"LLAMA3,MISTRAL","(1, 1)",LLAMA3,TRUE,TRUE
1 (0.2),1 (0.2),1 (0.4),1 (0.48),1 (0.52),1 (0.44),1 (0.16),1 (0.08),1 (0.32),1 (0.12),1 (0.52),1 (0.12),1 (0.48),1 (0.04),1 (0.04),1,"LLAMA3,MISTRAL","(1, 1)",LLAMA3,TRUE,TRUE
1 (0.12),1 (0.36),0 (0.36),1 (0.44),1 (0.56),1 (0.08),1 (0.04),1 (0.08),1 (0.16),1 (0.04),1 (0.48),1 (0.0),1 (0.2),1 (0.04),1 (0.04),1,W2V,"(1,)",W2V,TRUE,TRUE
0 (0.0),0 (0.28),0 (0.12),0 (0.16),0 (0.0),0 (0.24),0 (0.0),0 (0.52),0 (0.28),0 (0.0),0 (0.0),0 (0.4),0 (0.2),0 (0.08),0 (0.08),0,"ALBERT,ELECTRA,Falcon,LLAMA,RoBERTa","(0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.24),1 (0.2),1 (0.36),1 (0.16),1 (0.4),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.28),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.2),0 (0.08),0 (0.0),0 (0.2),0 (0.16),0 (0.4),0 (0.16),0 (0.24),0 (0.2),0 (0.24),0 (0.16),0 (0.24),0 (0.48),0 (0.28),0 (0.28),0,BERT,"(0,)",BERT,TRUE,TRUE
1 (0.48),1 (0.4),1 (0.68),0 (0.48),1 (0.36),1 (0.52),1 (0.0),1 (0.24),1 (0.44),1 (0.12),1 (0.36),1 (0.24),1 (0.2),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
0 (0.64),0 (0.32),0 (0.36),1 (0.36),0 (0.44),1 (0.04),0 (0.0),0 (0.08),1 (0.16),0 (0.48),0 (0.36),0 (0.12),0 (0.52),0 (0.24),0 (0.24),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.6),0 (0.52),0 (0.36),1 (0.28),0 (0.8),0 (0.04),0 (0.36),1 (0.04),1 (0.28),0 (0.32),0 (0.4),1 (0.24),0 (0.4),0 (0.4),0 (0.4),0,"ELMO,Fasttext","(0, 1)",ELMO,TRUE,TRUE
1 (0.4),1 (0.32),0 (0.64),0 (0.48),1 (0.36),1 (0.2),0 (0.04),0 (0.56),0 (0.56),1 (0.04),1 (0.4),1 (0.4),1 (0.48),1 (0.12),1 (0.12),0,"Falcon,LLAMA","(0, 1)",Falcon,TRUE,TRUE
0 (0.04),0 (0.16),0 (0.44),0 (0.36),0 (0.16),0 (0.16),0 (0.12),0 (0.16),0 (0.16),0 (0.36),0 (0.04),0 (0.36),0 (0.52),0 (0.24),0 (0.24),0,"ALBERT,RoBERTa","(0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.08),0 (0.28),0 (0.32),0 (0.04),0 (0.16),0 (0.16),0 (0.48),0 (0.28),0 (0.24),0 (0.08),0 (0.08),0 (0.0),0 (0.2),0 (0.2),0,"ALBERT,XLNET","(0, 0)",ALBERT,TRUE,TRUE
0 (0.52),1 (0.28),1 (0.4),1 (0.36),1 (0.48),0 (0.24),0 (0.0),0 (0.4),0 (0.36),0 (0.08),1 (0.48),0 (0.04),0 (0.24),0 (0.0),0 (0.0),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
0 (0.04),0 (0.44),0 (0.04),0 (0.04),0 (0.0),0 (0.28),0 (0.0),0 (0.16),0 (0.0),0 (0.08),0 (0.36),1 (0.12),0 (0.2),0 (0.0),0 (0.0),0,"ELECTRA,Falcon,Glove,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ELECTRA,TRUE,TRUE
1 (0.24),1 (0.44),1 (0.32),1 (0.28),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),0 (0.36),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.48),0 (0.36),1 (0.44),0 (0.6),1 (0.32),1 (0.04),1 (0.16),1 (0.04),1 (0.12),1 (0.24),1 (0.08),1 (0.0),1 (0.24),1 (0.16),1 (0.16),1,W2V,"(1,)",W2V,TRUE,TRUE
0 (0.08),0 (0.16),0 (0.16),0 (0.44),0 (0.08),0 (0.44),0 (0.0),0 (0.08),0 (0.24),0 (0.2),0 (0.0),0 (0.12),0 (0.2),0 (0.08),0 (0.08),0,"Falcon,RoBERTa","(0, 0)",Falcon,TRUE,TRUE
0 (0.48),0 (0.2),0 (0.28),0 (0.6),0 (0.4),0 (0.16),0 (0.0),0 (0.16),0 (0.4),0 (0.16),1 (0.48),0 (0.16),0 (0.2),0 (0.08),0 (0.08),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.32),1 (0.44),1 (0.32),1 (0.24),1 (0.56),1 (0.28),1 (0.08),1 (0.36),1 (0.24),1 (0.2),0 (0.56),1 (0.16),1 (0.4),1 (0.08),1 (0.08),1,"Falcon,LLAMA3,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
