ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Selected_view,Selected_cls,Prediction,Accuracy,Oracle_view
0 (0.32),0 (0.0),0 (0.04),0 (0.2),0 (0.32),0 (0.04),0 (0.4),0 (0.32),0 (0.2),0 (0.48),0 (0.0),0 (0.04),1 (0.2),0 (0.0),0 (0.04),0,"BART,RoBERTa,LLAMA3",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
1 (0.32),1 (0.32),1 (0.12),1 (0.24),1 (0.36),0 (0.32),1 (0.28),1 (0.4),1 (0.04),1 (0.2),1 (0.04),1 (0.12),1 (0.4),1 (0.36),1 (0.12),1,"Glove,RoBERTa",Glove,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
0 (0.12),0 (0.32),0 (0.12),0 (0.16),0 (0.16),0 (0.48),0 (0.08),0 (0.36),1 (0.28),0 (0.2),0 (0.52),0 (0.24),0 (0.28),0 (0.32),0 (0.0),0,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
0 (0.24),0 (0.4),0 (0.12),0 (0.28),0 (0.44),0 (0.12),0 (0.04),0 (0.08),0 (0.32),0 (0.08),0 (0.12),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0,"XLNET,LLAMA3,MISTRAL",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0)",TRUE,TRUE
0 (0.24),0 (0.2),0 (0.24),0 (0.2),0 (0.4),0 (0.0),0 (0.16),0 (0.32),0 (0.2),0 (0.04),0 (0.16),0 (0.04),0 (0.08),0 (0.04),0 (0.0),0,"ELMO,MISTRAL",ELMO,"BiLSTM, CNN, KNN, LR, MLP, XGBoost","(0, 0)",TRUE,TRUE
0 (0.16),0 (0.52),0 (0.12),0 (0.0),0 (0.48),0 (0.08),0 (0.28),0 (0.4),0 (0.08),0 (0.0),0 (0.24),0 (0.32),0 (0.48),0 (0.2),0 (0.16),0,"DistilBERT,LLAMA",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.24),0 (0.04),1 (0.24),1 (0.24),0 (0.28),1 (0.4),0 (0.6),0 (0.28),1 (0.16),0 (0.56),1 (0.2),1 (0.0),0 (0.16),0 (0.24),0 (0.32),0,W2V,W2V,"BiLSTM, CNN, KNN, LR, MLP, NB, XGBoost","(1,)",FALSE,TRUE
1 (0.4),1 (0.28),1 (0.12),1 (0.0),1 (0.04),1 (0.36),1 (0.0),1 (0.44),0 (0.4),1 (0.08),1 (0.08),1 (0.24),1 (0.32),1 (0.04),1 (0.24),1,"DistilBERT,Falcon",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
0 (0.12),0 (0.4),0 (0.12),0 (0.12),0 (0.32),0 (0.28),0 (0.2),0 (0.28),0 (0.4),0 (0.04),0 (0.0),0 (0.04),0 (0.4),0 (0.12),0 (0.0),0,"RoBERTa,MISTRAL",RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.24),0 (0.6),0 (0.04),0 (0.12),0 (0.12),0 (0.0),0 (0.0),0 (0.16),0 (0.16),0 (0.0),0 (0.12),0 (0.16),0 (0.12),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,LLAMA3,MISTRAL",ELMO,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.2),0 (0.44),1 (0.28),1 (0.0),1 (0.16),0 (0.12),0 (0.12),0 (0.24),0 (0.12),0 (0.36),0 (0.4),0 (0.2),0 (0.48),0 (0.12),0 (0.16),0,DistilBERT,DistilBERT,"AdaBoost, KNN, LR, MLP, NB, SVM, XGBoost","(1,)",FALSE,TRUE
0 (0.04),0 (0.52),0 (0.28),0 (0.0),0 (0.28),0 (0.16),0 (0.0),0 (0.28),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.6),0 (0.0),0 (0.0),0,"DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.12),0 (0.48),0 (0.44),0 (0.28),0 (0.28),0 (0.28),0 (0.12),0 (0.24),0 (0.4),0 (0.16),0 (0.16),0 (0.24),1 (0.32),0 (0.08),0 (0.08),0,"LLAMA3,MISTRAL",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.32),0 (0.08),0 (0.12),0 (0.36),0 (0.24),0 (0.16),0 (0.24),0 (0.48),0 (0.36),0 (0.12),0 (0.24),0 (0.2),0 (0.36),0 (0.2),0 (0.04),0,MISTRAL,MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.16),0 (0.36),0 (0.16),0 (0.12),0 (0.24),0 (0.08),0 (0.0),0 (0.16),0 (0.24),0 (0.0),0 (0.0),0 (0.0),0 (0.28),0 (0.0),0 (0.0),0,"Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",Falcon,"BiLSTM, CNN, KNN, LR, RF, XGBoost","(0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.28),1 (0.44),1 (0.28),1 (0.52),0 (0.48),1 (0.28),0 (0.24),1 (0.16),1 (0.36),0 (0.36),1 (0.28),1 (0.16),1 (0.6),1 (0.32),0 (0.36),1,"Fasttext,W2V",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.12),0 (0.08),1 (0.0),1 (0.0),0 (0.2),1 (0.24),1 (0.04),1 (0.08),1 (0.04),1 (0.04),1 (0.08),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"BERT,DistilBERT,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.32),0 (0.4),0 (0.2),0 (0.24),0 (0.04),0 (0.32),0 (0.0),1 (0.28),0 (0.36),0 (0.0),0 (0.28),0 (0.32),0 (0.4),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL",Falcon,KNN,"(0, 0, 0, 0)",TRUE,TRUE
1 (0.12),1 (0.28),1 (0.24),1 (0.28),1 (0.12),1 (0.16),1 (0.0),1 (0.04),1 (0.08),1 (0.04),1 (0.08),1 (0.0),1 (0.12),1 (0.04),1 (0.0),1,"Falcon,W2V,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
0 (0.12),0 (0.12),0 (0.0),0 (0.04),0 (0.6),0 (0.16),0 (0.04),0 (0.4),0 (0.04),0 (0.0),0 (0.36),0 (0.08),0 (0.0),0 (0.0),0 (0.0),0,"BERT,LLAMA,XLNET,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.16),1 (0.24),1 (0.28),1 (0.0),1 (0.24),1 (0.04),1 (0.08),1 (0.32),1 (0.16),1 (0.04),1 (0.0),1 (0.2),1 (0.28),1 (0.04),1 (0.0),0,"DistilBERT,RoBERTa,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",FALSE,FALSE
0 (0.16),0 (0.12),0 (0.04),0 (0.0),0 (0.28),0 (0.12),0 (0.32),0 (0.36),0 (0.24),0 (0.12),1 (0.32),0 (0.32),0 (0.4),0 (0.28),0 (0.12),0,DistilBERT,DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.36),1 (0.04),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.24),1 (0.0),1 (0.04),1,"ALBERT,BERT,DistilBERT,Falcon,Glove,LLAMA,W2V,LLAMA3",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.04),1 (0.52),1 (0.0),1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.04),0 (0.16),0 (0.2),0 (0.04),0 (0.12),0 (0.0),0 (0.04),0 (0.2),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.24),0 (0.04),0 (0.0),0,"ELMO,LLAMA,RoBERTa,MISTRAL",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.08),0 (0.16),0 (0.12),0 (0.0),0 (0.36),0 (0.0),0 (0.04),0 (0.12),0 (0.32),0 (0.12),0 (0.4),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0,"DistilBERT,ELMO,W2V,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.24),1 (0.04),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.04),1,"ALBERT,BERT,DistilBERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.12),0 (0.32),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),1 (0.16),1 (0.08),0 (0.0),0 (0.0),0 (0.08),0 (0.2),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.52),1 (0.04),1 (0.0),1 (0.44),1 (0.16),1 (0.0),1 (0.4),1 (0.24),1 (0.0),1 (0.24),1 (0.32),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,Falcon,LLAMA,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.04),1 (0.28),1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.08),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"BERT,ELECTRA,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.32),0 (0.04),0 (0.36),0 (0.2),0 (0.24),0 (0.24),0 (0.12),0 (0.04),0 (0.48),0 (0.12),0 (0.08),0 (0.12),0 (0.36),0 (0.08),0 (0.36),0,"BART,Fasttext",BART,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
0 (0.0),0 (0.04),0 (0.12),0 (0.0),0 (0.08),0 (0.04),0 (0.0),0 (0.08),0 (0.2),0 (0.0),0 (0.2),0 (0.08),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,DistilBERT,Falcon,LLAMA,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
0 (0.24),0 (0.6),0 (0.16),0 (0.12),0 (0.16),0 (0.12),0 (0.0),0 (0.16),1 (0.32),0 (0.04),0 (0.0),0 (0.2),0 (0.44),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
0 (0.0),0 (0.2),0 (0.0),0 (0.0),0 (0.28),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.12),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Glove,LLAMA,RoBERTa,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.32),1 (0.56),1 (0.0),1 (0.12),0 (0.2),1 (0.2),1 (0.0),1 (0.2),1 (0.12),1 (0.0),1 (0.04),1 (0.08),1 (0.2),1 (0.0),1 (0.0),1,"BERT,Falcon,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.24),1 (0.48),1 (0.2),1 (0.16),1 (0.36),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.36),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1,"Falcon,Fasttext,Glove,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.04),1 (0.36),1 (0.08),1 (0.08),1 (0.56),1 (0.2),1 (0.0),1 (0.16),0 (0.4),1 (0.0),1 (0.48),1 (0.36),1 (0.56),1 (0.04),1 (0.0),1,"Falcon,LLAMA,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1)",TRUE,TRUE
0 (0.24),0 (0.6),0 (0.04),0 (0.16),0 (0.36),0 (0.28),0 (0.36),0 (0.28),0 (0.04),0 (0.24),0 (0.04),0 (0.04),0 (0.2),0 (0.12),0 (0.08),0,"BERT,Glove,RoBERTa,W2V",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
1 (0.48),0 (0.28),1 (0.08),1 (0.12),0 (0.36),0 (0.2),0 (0.08),0 (0.4),1 (0.24),0 (0.2),0 (0.24),0 (0.32),0 (0.08),0 (0.36),0 (0.4),1,"BERT,Falcon,XLNET",BERT,"BiLSTM, CNN","(1, 0, 0)",TRUE,TRUE
1 (0.12),1 (0.44),1 (0.04),1 (0.0),1 (0.32),1 (0.04),1 (0.04),1 (0.12),1 (0.08),1 (0.08),1 (0.12),1 (0.0),1 (0.12),1 (0.04),1 (0.12),1,"DistilBERT,W2V",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
0 (0.32),0 (0.16),0 (0.2),0 (0.0),0 (0.28),0 (0.12),0 (0.08),0 (0.52),0 (0.2),0 (0.2),0 (0.2),0 (0.28),0 (0.0),0 (0.16),0 (0.12),0,"DistilBERT,XLNET",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.0),1 (0.12),1 (0.12),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.08),1 (0.08),1 (0.0),1 (0.16),1 (0.0),0 (0.32),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.28),1 (0.32),1 (0.48),1 (0.2),0 (0.2),0 (0.32),0 (0.04),1 (0.36),1 (0.28),0 (0.16),0 (0.28),0 (0.48),0 (0.44),0 (0.08),0 (0.04),0,"Falcon,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, MLP, NB, RF, SVM, XGBoost","(0, 0)",TRUE,TRUE
1 (0.04),1 (0.52),1 (0.0),1 (0.0),1 (0.08),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.24),1 (0.12),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Fasttext,Glove,LLAMA,LLAMA3,MISTRAL",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.04),0 (0.16),0 (0.12),0 (0.52),0 (0.48),0 (0.28),0 (0.32),0 (0.2),0 (0.4),0 (0.28),0 (0.36),0 (0.24),0 (0.32),0 (0.36),0 (0.24),0,ALBERT,ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.2),1 (0.28),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.48),1 (0.04),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"DistilBERT,ELECTRA,ELMO,Falcon,RoBERTa,W2V,LLAMA3,MISTRAL",DistilBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),0 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.4),0 (0.24),0 (0.44),0 (0.12),0 (0.28),0 (0.12),0 (0.24),0 (0.12),0 (0.24),0 (0.2),0 (0.2),0 (0.2),1 (0.16),0 (0.36),0 (0.12),0,"DistilBERT,ELMO,Fasttext,MISTRAL",DistilBERT,"KNN, MLP, NB, RF, SVM, XGBoost","(0, 0, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.12),1 (0.04),1 (0.0),1 (0.08),1 (0.12),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.08),1 (0.2),1 (0.12),1 (0.28),1 (0.0),1,"ALBERT,DistilBERT,Falcon,Glove,LLAMA,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.28),1 (0.4),1 (0.2),1 (0.2),1 (0.52),1 (0.28),1 (0.0),1 (0.08),1 (0.12),1 (0.4),1 (0.52),1 (0.0),1 (0.24),1 (0.2),1 (0.08),1,"Falcon,W2V",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.4),0 (0.12),0 (0.36),0 (0.16),0 (0.0),0 (0.28),0 (0.32),0 (0.2),0 (0.28),0 (0.08),0 (0.04),1 (0.0),0 (0.08),0 (0.0),0 (0.04),0,"ELECTRA,W2V,LLAMA3",ELECTRA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 1, 0)",TRUE,TRUE
0 (0.32),0 (0.6),0 (0.08),0 (0.16),0 (0.12),0 (0.16),0 (0.0),1 (0.08),1 (0.32),0 (0.12),0 (0.0),1 (0.0),0 (0.08),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,W2V,LLAMA3,MISTRAL",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0, 0, 1, 0, 0)",TRUE,TRUE
1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
0 (0.24),1 (0.16),1 (0.16),1 (0.4),0 (0.28),0 (0.12),0 (0.0),0 (0.4),1 (0.28),0 (0.16),0 (0.36),0 (0.24),1 (0.28),0 (0.16),0 (0.12),0,Falcon,Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(0,)",TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",TRUE,TRUE
1 (0.28),0 (0.32),1 (0.4),1 (0.2),0 (0.36),1 (0.4),1 (0.4),1 (0.2),1 (0.44),1 (0.4),1 (0.4),1 (0.28),1 (0.48),1 (0.12),1 (0.36),1,LLAMA3,LLAMA3,"LR, MLP","(1,)",TRUE,TRUE
1 (0.52),1 (0.36),1 (0.0),1 (0.2),1 (0.28),0 (0.44),1 (0.16),1 (0.04),1 (0.2),0 (0.28),1 (0.28),1 (0.0),1 (0.2),1 (0.32),1 (0.4),0,"BERT,W2V",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost","(1, 1)",FALSE,TRUE
