ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected_view,Selected_cls,Accuracy,Oracle_view
1 (0.68),5 (0.84),5 (0.8),5 (0.84),1 (0.84),1 (0.8),0 (0.76),1 (0.76),5 (0.88),1 (0.8),1 (0.96),1 (0.84),1 (0.76),1 (0.8),1 (0.88),1,ALBERT,"(1,)",ALBERT,"BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",TRUE,TRUE
2 (0.92),1 (0.88),5 (0.88),2 (0.76),3 (0.92),1 (0.84),3 (0.88),1 (0.76),1 (0.64),2 (0.8),3 (0.84),2 (0.84),2 (0.92),3 (0.84),2 (0.72),5,Glove,"(1,)",Glove,"AdaBoost, BiLSTM, CNN, KNN, MLP, NB, SVM",FALSE,TRUE
2 (0.8),1 (0.84),3 (0.48),2 (0.8),2 (0.8),1 (0.84),1 (0.76),1 (0.56),1 (0.92),2 (0.68),2 (0.92),1 (0.76),1 (0.92),3 (0.68),3 (0.72),1,BERT,"(3,)",BERT,"AdaBoost, BiLSTM, CNN, KNN, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.88),1 (0.72),3 (0.84),3 (0.68),3 (0.84),3 (0.72),4 (0.72),4 (0.6),2 (0.76),3 (0.68),2 (0.92),4 (0.76),3 (0.76),2 (0.68),3 (0.72),1,Fasttext,"(4,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.92),3 (0.76),5 (0.76),3 (0.76),1 (0.72),1 (0.84),3 (0.68),3 (0.92),3 (0.72),1 (0.84),3 (0.72),2 (0.8),1 (0.96),4 (0.72),3 (0.84),4,Falcon,"(3,)",Falcon,"AdaBoost, BiLSTM, CNN, LR, MLP, NB, RF, XGBoost",FALSE,TRUE
5 (0.88),1 (0.52),4 (0.84),4 (0.92),0 (0.8),3 (0.76),1 (0.88),3 (0.76),1 (0.8),1 (0.84),2 (0.92),1 (0.68),5 (0.8),1 (0.84),1 (0.8),3,BART,"(1,)",BART,"AdaBoost, BiLSTM, CNN, KNN, MLP, NB, RF, SVM",FALSE,TRUE
1 (0.68),0 (0.84),1 (0.72),1 (0.76),5 (0.88),1 (0.8),1 (0.8),0 (0.84),1 (0.8),0 (0.72),1 (0.92),0 (0.76),1 (0.88),1 (0.84),1 (0.84),0,ALBERT,"(1,)",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
4 (0.84),4 (0.88),4 (0.88),4 (0.76),3 (0.72),4 (0.56),3 (0.76),4 (0.84),4 (0.96),3 (0.72),3 (0.92),4 (0.72),4 (0.8),1 (0.76),1 (0.84),3,ELMO,"(4,)",ELMO,"BiLSTM, CNN, KNN, MLP, NB, SVM, XGBoost",FALSE,TRUE
4 (0.8),2 (0.84),5 (0.84),5 (0.68),1 (0.76),5 (0.72),4 (0.8),4 (0.72),3 (0.92),4 (0.8),4 (0.8),2 (0.76),5 (0.84),4 (0.8),4 (0.84),4,DistilBERT,"(5,)",DistilBERT,"BiLSTM, CNN, KNN, LR, MLP",FALSE,TRUE
2 (0.84),2 (0.92),5 (0.84),1 (0.88),1 (0.88),1 (0.84),1 (0.8),3 (0.68),1 (0.84),1 (0.52),1 (0.92),2 (0.96),1 (0.8),1 (0.68),1 (0.8),1,LLAMA,"(1,)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, XGBoost",TRUE,TRUE
2 (0.84),4 (0.88),4 (0.8),4 (0.8),4 (0.88),4 (0.88),4 (0.8),4 (0.68),4 (0.68),5 (0.76),5 (0.88),4 (0.6),4 (0.8),4 (0.76),5 (0.84),5,W2V,"(4,)",W2V,"BiLSTM, CNN, KNN, NB, SVM, XGBoost",FALSE,TRUE
2 (0.76),1 (0.8),1 (0.8),1 (0.84),1 (0.76),1 (0.72),1 (0.88),1 (0.8),1 (0.88),1 (0.76),2 (0.84),2 (0.88),1 (0.92),1 (0.84),2 (0.92),4,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, RF, SVM",FALSE,FALSE
1 (0.8),1 (0.92),3 (0.72),3 (0.72),4 (0.88),0 (0.8),1 (0.68),3 (0.92),3 (0.92),1 (0.72),1 (0.76),3 (0.88),3 (0.76),1 (0.68),3 (0.56),3,MISTRAL,"(3,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF, XGBoost",TRUE,TRUE
1 (0.68),1 (0.8),2 (0.96),1 (0.8),0 (0.88),3 (0.88),2 (0.84),1 (0.72),1 (0.96),5 (0.72),1 (0.8),1 (0.72),0 (0.72),5 (0.76),3 (0.76),5,ALBERT,"(1,)",ALBERT,"AdaBoost, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
1 (0.8),3 (0.68),2 (0.76),1 (0.8),3 (0.6),1 (0.88),1 (0.76),1 (0.8),5 (0.84),5 (0.76),1 (0.8),1 (0.8),1 (0.68),2 (0.64),1 (0.72),4,ELECTRA,"(3,)",ELECTRA,"KNN, XGBoost",FALSE,FALSE
1 (0.76),4 (0.72),3 (0.84),1 (0.96),1 (0.92),1 (0.84),3 (0.92),4 (0.72),1 (0.84),1 (0.68),4 (0.84),2 (0.6),1 (0.88),1 (0.88),4 (0.84),2,W2V,"(2,)",W2V,KNN,TRUE,TRUE
4 (0.88),4 (0.92),3 (0.88),4 (0.92),4 (0.76),4 (1.0),3 (0.92),4 (0.72),3 (0.76),4 (0.76),1 (0.72),3 (0.8),4 (0.84),3 (0.8),3 (0.76),5,"Fasttext,RoBERTa","(4, 1)",Fasttext,"AdaBoost, BiLSTM, CNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
0 (0.8),3 (0.84),4 (0.68),1 (0.68),3 (0.84),1 (0.8),1 (0.68),0 (0.84),3 (0.68),1 (0.8),1 (0.72),2 (0.92),1 (0.8),3 (0.96),2 (0.8),2,"BERT,DistilBERT,Falcon,Glove","(4, 1, 1, 3)",BERT,"AdaBoost, NB, SVM",FALSE,TRUE
3 (0.68),3 (0.76),2 (0.88),1 (0.8),3 (0.76),1 (0.8),1 (0.72),4 (0.8),4 (0.84),1 (0.84),3 (0.92),3 (0.92),1 (0.88),3 (0.76),3 (0.72),3,ALBERT,"(3,)",ALBERT,"AdaBoost, BiLSTM, CNN, LR, MLP, SVM",TRUE,TRUE
1 (0.76),1 (0.92),4 (0.72),1 (0.92),1 (0.8),1 (0.72),5 (0.64),1 (0.8),1 (0.72),5 (0.68),4 (0.64),1 (0.8),4 (0.76),4 (0.76),1 (0.64),4,"Falcon,RoBERTa,MISTRAL","(5, 4, 1)",RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF, SVM",TRUE,TRUE
3 (0.84),3 (0.88),3 (0.8),2 (0.88),3 (0.8),3 (0.8),3 (0.64),3 (0.76),3 (0.96),3 (0.72),3 (0.76),3 (0.76),3 (0.8),3 (0.72),3 (0.92),4,Falcon,"(3,)",Falcon,"BiLSTM, CNN, LR, NB, RF, SVM, XGBoost",FALSE,FALSE
3 (0.8),3 (0.8),0 (0.8),1 (0.84),1 (0.6),1 (0.84),3 (0.76),2 (0.76),3 (0.68),3 (0.84),3 (0.88),3 (0.84),1 (0.8),3 (0.84),1 (0.84),5,ELECTRA,"(1,)",ELECTRA,"KNN, MLP, XGBoost",FALSE,FALSE
0 (0.76),1 (0.84),4 (0.8),1 (0.84),1 (0.8),0 (0.72),1 (0.64),3 (0.92),0 (0.84),1 (0.76),1 (0.92),1 (0.88),0 (0.8),1 (0.68),3 (0.68),0,Falcon,"(1,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, RF, SVM",FALSE,TRUE
3 (0.88),3 (0.96),3 (0.8),3 (0.84),1 (0.96),1 (0.76),2 (0.68),3 (0.8),2 (0.8),3 (0.76),3 (0.72),4 (0.88),3 (0.88),3 (0.8),3 (0.56),2,MISTRAL,"(3,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",FALSE,TRUE
2 (0.8),4 (0.8),3 (0.88),3 (0.96),2 (0.76),3 (0.72),3 (0.92),3 (0.8),3 (0.84),2 (0.76),3 (0.88),3 (0.76),3 (0.68),3 (0.88),3 (0.88),4,XLNET,"(3,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
3 (0.8),3 (0.92),3 (0.8),1 (0.8),1 (0.96),3 (0.76),1 (0.76),3 (0.8),3 (0.68),3 (0.72),3 (0.76),1 (0.68),3 (0.56),3 (0.84),3 (0.6),2,XLNET,"(3,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF",FALSE,FALSE
4 (0.72),3 (0.88),5 (0.68),4 (0.92),1 (0.84),1 (0.68),3 (0.76),3 (0.8),3 (0.76),1 (0.76),1 (0.88),1 (0.84),3 (0.68),4 (0.76),3 (0.88),3,"BERT,ELMO,XLNET","(5, 1, 3)",XLNET,"BiLSTM, CNN, LR, MLP, RF, XGBoost",TRUE,TRUE
5 (0.84),1 (0.68),1 (0.8),1 (0.84),3 (0.56),0 (0.92),0 (0.92),1 (0.92),1 (0.84),4 (0.84),1 (0.68),1 (0.72),1 (0.8),1 (0.92),1 (0.8),0,ELECTRA,"(3,)",ELECTRA,"BiLSTM, CNN, KNN, LR, MLP, SVM, XGBoost",FALSE,TRUE
3 (0.84),3 (0.88),3 (0.84),1 (0.8),3 (0.84),5 (0.88),1 (0.96),5 (0.84),3 (0.8),1 (0.72),1 (0.72),3 (0.92),3 (0.92),1 (0.84),1 (0.92),1,"LLAMA,RoBERTa","(1, 1)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",TRUE,TRUE
1 (0.88),1 (0.92),3 (0.92),3 (0.68),1 (0.56),3 (0.84),3 (0.8),3 (0.8),1 (0.6),3 (0.64),3 (0.88),3 (0.84),1 (0.92),1 (0.84),3 (0.68),3,ELECTRA,"(1,)",ELECTRA,"BiLSTM, CNN, KNN, LR, NB, SVM",FALSE,TRUE
1 (0.68),3 (0.76),1 (0.92),1 (0.84),3 (0.72),1 (0.68),0 (0.76),1 (0.84),1 (0.76),1 (0.88),1 (0.8),1 (0.84),1 (0.72),1 (0.84),1 (0.8),2,"ALBERT,ELMO","(1, 1)",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
1 (0.72),1 (0.8),1 (0.84),0 (0.8),3 (0.64),1 (0.72),1 (0.76),0 (0.72),0 (0.8),1 (0.76),1 (0.8),0 (0.88),4 (0.84),1 (0.88),1 (0.88),0,ELECTRA,"(3,)",ELECTRA,"AdaBoost, KNN, LR, MLP, XGBoost",FALSE,TRUE
4 (0.76),1 (0.88),4 (0.88),4 (0.76),1 (0.88),4 (0.8),4 (0.68),1 (0.8),1 (0.68),4 (0.72),4 (0.72),3 (0.76),5 (0.92),4 (0.72),3 (0.68),4,"Falcon,Glove,MISTRAL","(4, 1, 3)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, RF",TRUE,TRUE
3 (0.8),1 (0.8),5 (0.8),3 (0.72),3 (0.8),1 (0.76),3 (0.88),1 (0.8),1 (0.92),1 (0.92),3 (0.92),1 (0.72),1 (0.92),1 (0.92),4 (0.84),5,"DistilBERT,W2V","(3, 1)",W2V,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost",FALSE,TRUE
1 (0.84),5 (0.84),1 (0.8),3 (0.76),4 (0.84),4 (0.68),3 (0.84),4 (0.72),5 (0.84),4 (0.88),3 (0.76),4 (0.84),1 (0.8),3 (0.8),4 (0.76),1,ELMO,"(4,)",ELMO,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
5 (0.76),3 (0.92),0 (0.72),1 (0.88),1 (0.76),1 (0.84),0 (0.64),0 (0.68),2 (0.88),1 (0.84),0 (0.96),0 (0.72),5 (0.92),1 (0.88),1 (0.8),1,Falcon,"(0,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
1 (0.84),3 (0.8),4 (0.68),1 (0.88),3 (0.96),1 (0.64),5 (0.88),5 (0.8),4 (0.88),5 (0.8),1 (0.8),5 (0.8),3 (0.84),1 (0.92),3 (0.76),4,ELMO,"(1,)",ELMO,"BiLSTM, CNN, KNN, NB, RF",FALSE,TRUE
3 (0.8),3 (0.8),4 (0.96),3 (0.72),2 (0.76),3 (0.76),3 (0.76),3 (0.84),3 (0.8),3 (0.92),3 (0.84),3 (0.84),3 (0.84),3 (0.72),3 (0.76),3,"DistilBERT,LLAMA3","(3, 3)",DistilBERT,"BiLSTM, CNN, KNN, MLP, SVM",TRUE,TRUE
3 (0.92),1 (0.96),3 (0.92),2 (0.88),1 (0.84),1 (0.68),2 (0.88),3 (0.88),1 (0.76),1 (0.76),2 (1.0),3 (0.96),2 (0.76),3 (0.8),3 (0.92),3,ELMO,"(1,)",ELMO,"AdaBoost, BiLSTM, CNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
5 (0.64),5 (0.56),4 (0.84),5 (0.8),4 (0.84),4 (0.76),3 (0.68),4 (0.84),4 (0.88),4 (0.8),4 (0.72),4 (0.72),4 (0.84),4 (0.68),3 (0.64),5,BART,"(5,)",BART,"AdaBoost, LR, MLP, NB, RF, XGBoost",TRUE,TRUE
4 (0.8),3 (0.76),4 (0.76),4 (0.76),3 (0.88),5 (0.72),3 (0.8),4 (0.84),4 (0.8),4 (0.76),3 (0.8),3 (0.76),4 (0.84),4 (0.72),3 (0.88),5,"ELMO,LLAMA3","(5, 4)",ELMO,"BiLSTM, CNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
3 (0.72),4 (0.8),4 (0.8),3 (0.68),4 (0.72),2 (0.76),3 (0.32),3 (0.8),3 (0.8),3 (0.52),4 (0.8),5 (0.68),3 (0.88),3 (0.64),3 (0.32),4,"Falcon,MISTRAL","(3, 3)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.84),3 (0.8),1 (0.88),2 (0.8),3 (0.88),2 (0.88),2 (0.56),1 (0.76),1 (0.8),2 (0.92),2 (0.84),1 (0.76),2 (0.88),2 (0.6),1 (0.76),2,Falcon,"(2,)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, MLP, NB, RF",TRUE,TRUE
3 (0.72),3 (0.92),4 (0.72),4 (0.68),1 (0.8),3 (0.64),4 (0.84),3 (0.92),3 (0.88),4 (0.92),4 (0.84),1 (0.76),3 (0.72),3 (0.8),3 (0.8),5,ELMO,"(3,)",ELMO,"AdaBoost, BiLSTM, CNN, NB, SVM, XGBoost",FALSE,FALSE
2 (0.8),4 (0.96),4 (0.72),1 (0.84),4 (0.76),1 (0.96),1 (0.6),3 (0.76),3 (0.6),3 (0.8),5 (0.68),3 (0.92),1 (0.8),1 (0.8),4 (0.68),2,"Falcon,Glove","(1, 3)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
5 (0.84),1 (0.64),0 (0.84),1 (0.88),4 (0.96),5 (0.8),0 (0.84),0 (0.8),1 (0.92),0 (0.68),1 (0.72),1 (0.8),5 (0.88),0 (0.88),0 (0.76),2,BART,"(1,)",BART,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
3 (0.92),3 (0.84),4 (0.84),2 (0.88),3 (0.76),2 (0.64),3 (0.64),3 (0.84),1 (0.72),3 (0.68),3 (0.92),3 (0.76),3 (0.92),3 (0.84),3 (0.44),4,MISTRAL,"(3,)",MISTRAL,"KNN, NB, RF",FALSE,TRUE
3 (0.76),1 (0.88),4 (0.76),1 (0.88),1 (0.84),2 (0.88),5 (0.84),4 (0.88),1 (0.8),2 (0.76),3 (0.72),5 (0.8),3 (0.84),0 (0.72),3 (0.64),4,MISTRAL,"(3,)",MISTRAL,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
1 (0.84),1 (0.88),2 (0.8),1 (0.88),4 (0.72),1 (0.8),2 (0.84),1 (0.72),1 (0.76),1 (0.68),0 (0.88),2 (0.88),1 (0.84),1 (0.68),1 (0.84),0,"LLAMA,LLAMA3","(1, 1)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, SVM, XGBoost",FALSE,TRUE
4 (0.72),4 (0.68),4 (0.92),4 (0.76),3 (0.8),5 (0.76),4 (0.6),4 (0.6),4 (0.72),4 (0.92),4 (0.84),3 (0.72),1 (0.72),4 (0.52),4 (0.56),5,LLAMA3,"(4,)",LLAMA3,"AdaBoost, KNN, LR, NB, RF, SVM, XGBoost",FALSE,TRUE
3 (0.52),3 (0.84),3 (0.6),3 (0.88),4 (0.88),3 (0.76),4 (0.8),4 (0.68),3 (0.84),4 (0.68),4 (0.76),4 (0.76),4 (0.92),2 (0.84),4 (0.76),5,ALBERT,"(3,)",ALBERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
3 (0.92),3 (0.76),3 (0.76),3 (0.8),4 (0.88),2 (0.76),2 (0.76),4 (0.92),3 (0.8),3 (0.72),4 (0.84),3 (0.76),3 (0.76),4 (0.8),3 (0.72),4,"LLAMA,MISTRAL","(3, 3)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, MLP, RF, SVM, XGBoost",FALSE,TRUE
1 (0.8),0 (0.84),3 (0.96),1 (0.88),3 (0.92),1 (0.64),0 (0.72),1 (0.8),1 (0.6),3 (0.84),1 (0.8),2 (0.72),3 (0.72),1 (0.88),1 (0.64),1,Glove,"(1,)",Glove,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
2 (0.84),2 (0.88),4 (0.92),4 (0.92),4 (0.84),1 (0.76),4 (0.72),2 (0.8),1 (0.72),4 (0.8),4 (0.72),1 (0.72),1 (0.92),4 (0.84),1 (0.76),3,"Falcon,Glove,RoBERTa,W2V","(4, 1, 4, 1)",W2V,"BiLSTM, CNN, NB, RF, XGBoost",FALSE,FALSE
0 (0.84),3 (0.76),3 (0.68),2 (0.92),3 (0.84),4 (0.88),3 (0.6),3 (0.84),3 (0.76),3 (0.76),3 (0.8),3 (0.8),3 (0.8),3 (0.68),3 (0.8),3,Falcon,"(3,)",Falcon,"BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",TRUE,TRUE
3 (0.68),0 (0.88),1 (0.88),1 (0.84),0 (0.92),3 (0.72),3 (0.8),1 (0.72),3 (0.76),3 (0.88),3 (0.76),1 (0.8),3 (0.64),3 (0.8),3 (0.84),3,XLNET,"(3,)",XLNET,"AdaBoost, BiLSTM, CNN, KNN, LR, NB, RF, SVM, XGBoost",TRUE,TRUE
2 (0.76),3 (0.84),3 (0.64),3 (0.8),2 (0.84),3 (0.68),3 (0.72),3 (0.72),4 (0.68),3 (0.8),3 (0.8),3 (0.72),3 (0.84),3 (0.8),3 (0.88),3,BERT,"(3,)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, RF, SVM, XGBoost",TRUE,TRUE
4 (0.76),4 (0.92),3 (0.76),4 (0.68),4 (0.84),4 (0.68),4 (0.8),4 (0.84),4 (0.84),3 (0.84),5 (0.6),4 (0.52),4 (0.76),4 (0.8),5 (0.84),0,W2V,"(4,)",W2V,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,FALSE
1 (0.76),1 (0.68),0 (0.96),1 (0.8),1 (0.64),1 (0.64),1 (0.84),3 (0.56),3 (0.68),1 (0.68),1 (0.8),1 (0.84),1 (0.84),1 (0.68),1 (0.88),1,Fasttext,"(3,)",Fasttext,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM, XGBoost",FALSE,TRUE
0 (0.8),4 (0.68),3 (0.76),4 (0.72),4 (0.68),4 (0.64),4 (0.76),4 (1.0),4 (0.8),3 (0.72),5 (0.88),4 (0.8),3 (0.84),4 (0.76),4 (0.88),4,ELMO,"(4,)",ELMO,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, RF, SVM",TRUE,TRUE
3 (0.88),3 (0.92),4 (0.88),1 (0.8),3 (0.8),4 (0.8),5 (0.88),4 (0.76),4 (0.76),5 (0.64),5 (0.8),4 (0.8),1 (0.8),5 (0.8),3 (0.84),3,LLAMA,"(5,)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",FALSE,TRUE
1 (0.96),3 (0.72),4 (0.84),2 (0.84),3 (0.64),1 (0.76),5 (0.76),1 (0.88),1 (0.8),4 (0.68),4 (0.76),1 (0.76),5 (0.76),1 (0.72),4 (0.8),4,ELECTRA,"(3,)",ELECTRA,"KNN, LR, MLP, RF",FALSE,TRUE
1 (0.8),1 (0.8),2 (0.8),2 (0.76),1 (0.88),1 (0.84),0 (0.8),4 (0.68),0 (0.64),1 (0.92),1 (0.72),1 (0.92),1 (0.84),1 (0.68),0 (0.64),5,"Glove,MISTRAL","(0, 0)",Glove,"KNN, MLP, NB, XGBoost",FALSE,FALSE
1 (0.76),4 (0.64),4 (0.92),1 (0.76),3 (0.92),2 (0.84),1 (0.88),2 (0.84),1 (0.76),4 (0.96),1 (0.92),0 (0.68),3 (0.8),1 (0.88),1 (0.88),4,BART,"(4,)",BART,"KNN, LR, MLP, NB, RF, XGBoost",TRUE,TRUE
2 (0.72),1 (0.84),3 (0.88),3 (0.84),3 (0.64),1 (0.72),2 (0.88),2 (0.84),3 (0.8),2 (0.96),2 (0.8),1 (0.88),3 (0.84),2 (0.76),3 (0.92),5,ELECTRA,"(3,)",ELECTRA,"KNN, SVM, XGBoost",FALSE,FALSE
1 (0.72),4 (0.68),1 (0.88),1 (0.76),4 (0.88),1 (0.76),5 (0.88),1 (0.84),1 (0.88),4 (0.76),5 (0.76),5 (0.88),1 (0.88),1 (0.76),1 (0.8),5,BART,"(4,)",BART,"BiLSTM, CNN, KNN, LR, MLP, RF",FALSE,TRUE
2 (0.88),3 (0.88),1 (0.88),2 (0.76),2 (0.88),2 (0.76),3 (0.56),3 (0.8),3 (0.56),3 (0.84),1 (0.84),1 (0.84),2 (0.76),3 (0.88),2 (0.76),1,"Falcon,Glove","(3, 3)",Falcon,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM, XGBoost",FALSE,TRUE
1 (0.72),1 (0.8),1 (0.84),1 (0.88),1 (0.76),1 (0.68),1 (0.76),1 (0.76),1 (0.6),1 (0.84),1 (0.88),1 (0.68),4 (0.8),1 (0.84),1 (0.76),1,Glove,"(1,)",Glove,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM, XGBoost",TRUE,TRUE
4 (0.8),5 (0.84),4 (0.64),3 (0.92),4 (0.76),3 (0.88),5 (0.96),4 (0.84),3 (0.68),4 (0.68),5 (0.84),4 (0.96),5 (0.76),4 (0.84),5 (0.76),3,BERT,"(4,)",BERT,"AdaBoost, LR, MLP, NB, RF, SVM",FALSE,TRUE
4 (0.96),1 (0.76),4 (0.72),3 (0.8),1 (0.84),4 (0.72),3 (0.68),3 (0.68),4 (0.8),4 (0.8),4 (0.68),3 (0.64),5 (0.88),4 (0.68),4 (0.76),5,W2V,"(3,)",W2V,"AdaBoost, BiLSTM, CNN, LR, NB, RF, XGBoost",FALSE,TRUE
3 (0.84),1 (0.72),0 (0.72),0 (0.8),2 (0.84),0 (0.76),3 (0.68),1 (0.88),1 (0.88),0 (0.88),2 (0.76),0 (0.8),0 (0.84),0 (0.72),2 (0.76),3,Falcon,"(3,)",Falcon,"BiLSTM, CNN, KNN, LR, MLP, NB, RF, XGBoost",TRUE,TRUE
1 (0.76),1 (0.88),0 (0.88),4 (0.88),2 (0.88),3 (0.96),0 (0.84),3 (0.8),1 (0.76),4 (0.76),4 (0.68),1 (0.88),1 (0.76),4 (0.92),3 (0.8),3,RoBERTa,"(4,)",RoBERTa,"BiLSTM, CNN, LR, MLP, SVM, XGBoost",FALSE,TRUE
1 (0.56),4 (0.88),1 (0.84),1 (0.84),1 (0.84),1 (0.88),5 (0.8),1 (0.8),5 (1.0),5 (0.92),5 (0.88),4 (0.72),1 (0.84),5 (0.76),5 (0.84),5,ALBERT,"(1,)",ALBERT,"BiLSTM, CNN, KNN, LR, NB, SVM, XGBoost",FALSE,TRUE
4 (0.84),3 (0.92),1 (0.84),1 (1.0),2 (0.88),1 (0.64),1 (0.92),1 (0.72),1 (0.84),1 (0.84),3 (0.96),1 (0.72),1 (0.92),0 (0.84),1 (0.8),2,ELMO,"(1,)",ELMO,"BiLSTM, CNN, KNN, MLP",FALSE,TRUE
3 (0.72),1 (0.76),3 (0.8),1 (0.64),2 (0.8),1 (0.92),1 (0.72),2 (0.76),3 (0.8),3 (0.76),0 (0.68),1 (0.76),1 (0.8),3 (0.92),1 (0.92),3,DistilBERT,"(1,)",DistilBERT,"KNN, LR, XGBoost",FALSE,TRUE
0 (0.8),1 (0.88),1 (0.8),1 (0.72),1 (0.76),1 (0.84),1 (0.84),1 (0.8),3 (0.68),1 (0.72),1 (0.64),5 (0.88),5 (0.84),1 (0.88),3 (0.72),4,RoBERTa,"(1,)",RoBERTa,"AdaBoost, BiLSTM, CNN, KNN, LR, SVM, XGBoost",FALSE,FALSE
3 (0.92),3 (0.72),3 (0.6),3 (0.76),3 (0.92),3 (0.8),3 (0.8),3 (0.68),3 (0.72),3 (0.72),3 (0.84),3 (0.92),2 (0.92),3 (0.88),3 (0.8),2,BERT,"(3,)",BERT,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, RF, SVM",FALSE,TRUE
3 (0.88),4 (0.8),4 (0.72),3 (0.84),1 (0.84),3 (0.84),4 (0.8),1 (0.84),4 (0.84),4 (0.92),3 (0.8),3 (0.8),1 (0.92),4 (0.88),4 (0.8),4,BERT,"(4,)",BERT,"AdaBoost, BiLSTM, CNN, KNN, RF, SVM",TRUE,TRUE
5 (0.76),1 (0.8),3 (0.88),3 (0.76),1 (0.76),1 (0.84),3 (0.68),3 (0.68),3 (0.84),1 (0.88),2 (0.8),3 (0.8),2 (0.72),1 (0.64),1 (0.72),3,LLAMA3,"(1,)",LLAMA3,"AdaBoost, BiLSTM, CNN, KNN, LR, MLP, NB, SVM",FALSE,TRUE
1 (0.68),1 (0.92),4 (0.96),4 (0.92),3 (0.72),5 (0.8),4 (0.8),5 (0.76),1 (0.76),4 (0.68),1 (0.76),5 (0.96),3 (0.72),4 (0.84),4 (0.88),4,"ALBERT,LLAMA","(1, 4)",LLAMA,"AdaBoost, BiLSTM, CNN, KNN, SVM",TRUE,TRUE
2 (0.76),1 (0.8),3 (0.84),3 (0.76),2 (0.76),2 (0.76),3 (0.72),1 (0.84),3 (0.88),3 (0.76),3 (0.64),1 (0.72),3 (0.92),2 (0.68),3 (0.88),2,RoBERTa,"(3,)",RoBERTa,"BiLSTM, CNN, KNN, LR, MLP, RF, XGBoost",FALSE,TRUE
